eps_yoy,prev_rev_yoy,rev_yoy,status,prev_eps,prev_eps_yoy,symbol,date,price,prev_year,name,pe,om,eps,expansion,advice,est_price,gm
-264.0,-3.44,529.36,📉 獲利侵蝕,-6.62,-281.76,2392.TW,2026-03,36.5499992371,2025,正崴,0.0,-10.82%,-0.46,-793.36,⚪ 數據不足,-205.8,-1.63%
-7.02,-1.67,787.01,📉 獲利侵蝕,2.31,1.77,6689.TW,2026-03,63.7000007629,2025,伊雲谷,13.21576779313278,N/A,0.53,-794.03,⚪ 中性觀察,72.3,N/A
108.16,12.79,903.68,⚠️ 獲利稀釋,2.1,-4.98,8438.TW,2026-03,89.0,2025,昶昕,17.90744466800805,N/A,1.02,-795.52,❌ 暫避觀望,74.55,N/A
-12.5,4.67,787.21,📉 獲利侵蝕,4.0,-1.48,1535.TW,2026-03,50.2999992371,2025,中宇,5.334040216023331,5.96%,0.77,-799.71,⚪ 中性觀察,141.45,12.18%
16.67,-13.43,817.81,⚠️ 獲利稀釋,1.23,163.4,6573.TW,2026-03,23.3500003815,2025,虹揚-KY,15.993150946232877,N/A,-0.4,-801.14,❌ 暫避觀望,21.9,N/A
-334.92,5.44,467.75,📉 獲利侵蝕,-7.65,-139.68,3272.TWO,2026-03,15.3500003815,2025,東碩,0.0,-26.32%,-2.8,-802.6700000000001,⚪ 數據不足,-260.85,2.51%
-19.57,-9.18,783.84,📉 獲利侵蝕,-1.92,-76.19,3323.TWO,2026-03,33.4000015259,2025,加百裕,0.0,-4.33%,-0.56,-803.4100000000001,⚪ 數據不足,-80.85000000000001,11.17%
-19.81,14.38,783.73,📉 獲利侵蝕,10.01,10.36,2745.TWO,2026-03,103.5,2025,五福,3.8375973303670747,N/A,3.44,-803.54,⚪ 中性觀察,404.54999999999995,N/A
52.56,5.53,859.78,⚠️ 獲利稀釋,-2.86,-106.98,3149.TW,2026-03,90.1999969482,2025,正達,0.0,-29.19%,-0.37,-807.22,⚪ 數據不足,-105.75000000000001,-12.37%
-557.14,-6.62,253.23,📉 獲利侵蝕,1.81,150.56,4526.TW,2026-03,35.7999992371,2025,東台,5.655608094328595,-21.47%,-0.65,-810.37,⚪ 中性觀察,94.95,7.66%
36.17,10.78,846.82,⚠️ 獲利稀釋,-0.71,-156.8,6830.TW,2026-03,390.0,2025,汎銓,0.0,N/A,-0.61,-810.6500000000001,⚪ 數據不足,-47.85,N/A
-8.0,-13.36,812.27,📉 獲利侵蝕,-0.78,-252.38,8906.TWO,2026-03,27.0,2025,花王,0.0,N/A,-0.28,-820.27,⚪ 數據不足,-29.85,N/A
73.91,-43.28,894.76,⚠️ 獲利稀釋,0.15,-85.71,2537.TW,2026-03,11.1999998093,2025,聯上發,13.999999761624998,N/A,0.4,-820.85,⚪ 中性觀察,12.0,N/A
-134.88,0.41,686.37,📉 獲利侵蝕,0.9,327.5,2409.TW,2026-03,28.2999992371,2025,友達,14.438775120969387,-2.70%,-0.15,-821.25,⚪ 中性觀察,29.4,10.73%
-4.55,21.03,817.65,📉 獲利侵蝕,4.18,-0.48,5493.TWO,2026-03,85.0999984741,2025,三聯,8.33496557043095,N/A,1.26,-822.1999999999999,⚪ 中性觀察,153.14999999999998,N/A
-105.3,164.26,718.73,📉 獲利侵蝕,11.15,7.63,4303.TWO,2026-03,45.5999984741,2025,信立,1.5531334630143052,-12.85%,-0.48,-824.03,⚪ 中性觀察,440.4,19.64%
127.05,-21.22,956.47,🔄 轉虧為盈,-4.72,-114.55,2035.TWO,2026-03,27.6499996185,2025,唐榮,0.0,-18.44%,0.33,-829.4200000000001,⚪ 數據不足,-157.95000000000002,-14.72%
-227.78,-7.88,603.87,📉 獲利侵蝕,0.12,-87.21,1449.TW,2026-03,13.8000001907,2025,佳和,0.0,-27.07%,-0.23,-831.65,⚪ 數據不足,-5.55,0.84%
-43.33,18.84,790.97,📉 獲利侵蝕,1.82,203.33,6112.TW,2026-03,43.6500015259,2025,邁達特,12.058011471243095,N/A,0.17,-834.3000000000001,⚪ 中性觀察,54.300000000000004,N/A
-266.67,1.1,570.51,📉 獲利侵蝕,-2.24,-84.96,3543.TW,2026-03,31.7999992371,2025,州巧,0.0,-16.08%,-0.16,-837.1800000000001,⚪ 數據不足,-59.7,5.62%
59.09,-6.33,898.78,⚠️ 獲利稀釋,-0.76,-16.92,8935.TWO,2026-03,21.1000003815,2025,邦泰,0.0,N/A,-0.09,-839.6899999999999,⚪ 數據不足,-26.55,N/A
80.0,-6.47,920.0,⚠️ 獲利稀釋,-0.39,-39.29,1909.TW,2026-03,10.4499998093,2025,榮成,0.0,2.54%,-0.02,-840.0,⚪ 數據不足,-20.700000000000003,12.46%
-81.0,423.12,765.22,🔄 轉虧為盈,-6.81,-186.45,2236.TW,2026-03,165.5,2025,百達-KY,0.0,-4.13%,0.19,-846.22,⚪ 數據不足,-128.54999999999998,8.48%
19.7,11.2,866.43,⚠️ 獲利稀釋,14.36,10.46,6811.TWO,2026-03,221.0,2025,宏�硌穈T,5.797481636935992,N/A,4.8,-846.7299999999999,⚪ 中性觀察,571.8,N/A
13.64,-13.73,860.97,⚠️ 獲利稀釋,-4.9,-56.67,5245.TWO,2026-03,25.7000007629,2025,智晶,0.0,N/A,-0.79,-847.33,⚪ 數據不足,-166.64999999999998,N/A
-900.0,-24.51,-49.8,🌑 雙重衰退,-0.84,20.75,2254.TW,2026-03,59.5,2025,巨鎧精密-創,0.0,-98.59%,-1.04,-850.2,⚪ 數據不足,-27.150000000000002,-21.68%
-83.33,-3.34,768.82,📉 獲利侵蝕,-1.55,-720.83,4139.TWO,2026-03,31.4500007629,2025,馬光-KY,0.0,N/A,-0.55,-852.1500000000001,⚪ 數據不足,-38.7,N/A
16.45,34.73,871.55,⚠️ 獲利稀釋,6.53,30.86,3029.TW,2026-03,103.0,2025,零壹,6.272838002436053,6.54%,1.77,-855.0999999999999,⚪ 中性觀察,246.3,14.31%
11.11,19.94,868.43,⚠️ 獲利稀釋,1.25,30.21,2468.TW,2026-03,37.4000015259,2025,華經,13.26241188861702,4.34%,0.3,-857.3199999999999,⚪ 中性觀察,42.300000000000004,11.41%
1.79,0.73,861.7,⚠️ 獲利稀釋,2.32,40.61,2010.TW,2026-03,21.4500007629,2025,春源,3.704663344196891,7.04%,0.57,-859.9100000000001,⚪ 中性觀察,86.85,10.75%
-58.33,-21.01,802.76,🔄 轉虧為盈,-0.15,-122.06,9962.TWO,2026-03,9.8699998856,2025,有益,0.0,N/A,0.05,-861.09,⚪ 數據不足,-7.199999999999999,N/A
-11.54,27.37,849.66,📉 獲利侵蝕,2.16,14.97,8908.TWO,2026-03,39.0499992371,2025,欣雄,7.423954227585552,N/A,0.46,-861.1999999999999,⚪ 中性觀察,78.89999999999999,N/A
6.98,164.5,871.15,⚠️ 獲利稀釋,6.34,328.87,6994.TW,2026-03,0.0,2025,富威電力,0.0,N/A,0.48,-864.17,⚪ 數據不足,0.0,N/A
14.77,-15.01,879.38,⚠️ 獲利稀釋,15.5,65.55,6196.TW,2026-03,585.0,2025,帆宣,15.0231124807396,N/A,5.08,-864.61,❌ 暫避觀望,584.0999999999999,N/A
306.25,-31.12,1172.94,🔄 轉虧為盈,-1.07,-255.07,3535.TW,2026-03,100.5,2025,晶彩科,0.0,12.45%,0.99,-866.69,⚪ 數據不足,-52.5,35.79%
90.34,-66.93,959.14,⚠️ 獲利稀釋,-5.17,-275.59,8171.TWO,2026-03,20.5,2025,天宇,0.0,N/A,-0.2,-868.8,⚪ 數據不足,-204.45,N/A
3.39,64.32,877.13,⚠️ 獲利稀釋,8.43,-29.4,3147.TWO,2026-03,243.0,2025,大綜,11.02540834845735,5.75%,3.66,-873.74,⚪ 中性觀察,330.59999999999997,13.87%
-210.71,-6.83,663.94,📉 獲利侵蝕,-0.45,-128.03,1441.TW,2026-03,9.2899999619,2025,大東,0.0,-10.66%,-0.62,-874.6500000000001,⚪ 數據不足,-18.6,-0.79%
-253.33,-0.19,623.3,📉 獲利侵蝕,-1.68,-272.92,4999.TW,2026-03,19.8500003815,2025,鑫禾,0.0,N/A,-0.54,-876.63,⚪ 數據不足,-70.94999999999999,N/A
88.57,27.54,969.39,⚠️ 獲利稀釋,-1.77,57.14,6588.TWO,2026-03,80.6999969482,2025,東典光電,0.0,N/A,-0.08,-880.8199999999999,⚪ 數據不足,-84.9,N/A
-250.0,6.3,635.46,📉 獲利侵蝕,-0.96,-15.66,3322.TWO,2026-03,13.1999998093,2025,建舜電,0.0,-5.35%,-0.64,-885.46,⚪ 數據不足,-46.5,12.86%
180.0,8.31,1065.47,⚠️ 獲利稀釋,1.85,48.0,8463.TW,2026-03,21.7000007629,2025,潤泰材,4.314115459821074,N/A,0.42,-885.47,⚪ 中性觀察,75.45,N/A
-28.43,21.07,861.36,📉 獲利侵蝕,3.63,6.89,2949.TWO,2026-03,72.3000030518,2025,欣新網,8.368055908773147,2.34%,0.74,-889.79,⚪ 中性觀察,129.60000000000002,11.53%
91.84,25.77,984.81,⚠️ 獲利稀釋,2.19,1.86,8032.TWO,2026-03,39.0,2025,光菱,7.738095238095238,N/A,0.94,-892.9699999999999,⚪ 中性觀察,75.6,N/A
-260.0,52.32,633.91,📉 獲利侵蝕,-0.26,48.0,6142.TW,2026-03,10.1499996185,2025,友勁,0.0,N/A,-0.18,-893.91,⚪ 數據不足,-12.75,N/A
98.48,30.97,992.49,⚠️ 獲利稀釋,-3.19,-37.72,8054.TWO,2026-03,95.3000030518,2025,安國,0.0,N/A,-0.01,-894.01,⚪ 數據不足,-104.69999999999999,N/A
918.18,79.14,1815.36,⚠️ 獲利稀釋,4.05,81.45,3188.TWO,2026-03,23.8999996185,2025,鑫龍騰,2.497387629937304,N/A,2.24,-897.18,⚪ 中性觀察,143.55,N/A
-35.71,4.89,863.6,📉 獲利侵蝕,1.0,49.25,2630.TW,2026-03,60.5,2025,亞航,23.913043478260867,2.16%,0.09,-899.3100000000001,❌ 暫避觀望,37.95,8.38%
-14.75,-34.5,891.37,📉 獲利侵蝕,-2.55,-5.88,3011.TW,2026-03,12.6499996185,2025,今皓,0.0,-45.08%,-0.73,-906.12,⚪ 數據不足,-82.64999999999999,10.61%
-277.78,-20.15,629.73,📉 獲利侵蝕,-1.52,-603.33,6742.TW,2026-03,51.7000007629,2025,澤米,0.0,N/A,-0.35,-907.51,⚪ 數據不足,-68.55000000000001,N/A
-357.14,-7.45,551.38,📉 獲利侵蝕,-0.55,-138.3,3390.TWO,2026-03,26.1000003815,2025,旭軟,0.0,1.24%,-0.18,-908.52,⚪ 數據不足,-33.9,17.06%
151.56,9.99,1065.26,🔄 轉虧為盈,-0.6,33.33,5484.TW,2026-03,47.7999992371,2025,慧友,0.0,N/A,0.33,-913.7,⚪ 數據不足,-30.749999999999996,N/A
-526.67,-4.0,391.62,📉 獲利侵蝕,-1.14,-283.87,8215.TW,2026-03,27.3999996185,2025,明基材,0.0,N/A,-0.64,-918.29,⚪ 數據不足,-26.1,N/A
8.33,25.63,929.95,⚠️ 獲利稀釋,1.88,1.06,2432.TW,2026-03,28.7999992371,2025,倚天酷��-創,7.9999997880833345,7.25%,0.26,-921.62,⚪ 中性觀察,53.99999999999999,14.91%
-368.0,-8.52,557.02,📉 獲利侵蝕,0.11,-95.34,3346.TW,2026-03,22.5,2025,麗清,0.0,N/A,-0.67,-925.02,⚪ 數據不足,-26.999999999999996,N/A
53.33,14.75,979.38,⚠️ 獲利稀釋,-0.22,-128.95,6283.TW,2026-03,21.9500007629,2025,淳安,0.0,N/A,-0.07,-926.05,⚪ 數據不足,-14.7,N/A
-26.62,6.01,902.2,📉 獲利侵蝕,5.36,-37.71,2439.TW,2026-03,86.0999984741,2025,美律,7.428817814849008,3.86%,1.03,-928.82,⚪ 中性觀察,173.85,11.63%
-14.29,0.57,919.31,📉 獲利侵蝕,1.5,-12.28,5016.TWO,2026-03,23.9500007629,2025,松和,6.862464401977077,N/A,0.36,-933.5999999999999,⚪ 中性觀察,52.35,N/A
5.0,14.56,942.93,⚠️ 獲利稀釋,2.03,9.24,5548.TWO,2026-03,23.7999992371,2025,安倉,5.534883543511629,N/A,0.42,-937.93,⚪ 中性觀察,64.49999999999999,N/A
-53.13,3.73,888.91,📉 獲利侵蝕,2.27,-17.45,8213.TW,2026-03,34.25,2025,志超,6.149012567324955,N/A,0.3,-942.04,⚪ 中性觀察,83.55000000000001,N/A
-88.24,-40.09,853.85,📉 獲利侵蝕,0.52,-82.78,5310.TWO,2026-03,25.25,2025,天剛,11.477272727272727,N/A,0.06,-942.09,⚪ 中性觀察,33.0,N/A
-61.8,59.7,887.43,📉 獲利侵蝕,6.3,3.11,2643.TWO,2026-03,60.4000015259,2025,捷迅,4.444444556725534,2.48%,0.68,-949.2299999999999,⚪ 中性觀察,203.85,5.79%
-52.94,-0.02,901.62,📉 獲利侵蝕,-0.11,52.17,8921.TWO,2026-03,17.8999996185,2025,沈氏,0.0,N/A,-0.26,-954.56,⚪ 數據不足,-11.55,N/A
-89.22,14.95,866.28,📉 獲利侵蝕,1.41,981.25,2331.TW,2026-03,20.6499996185,2025,精英,5.308483192416452,-0.28%,0.11,-955.5,⚪ 中性觀察,58.35,9.91%
766.67,-17.06,1728.18,⚠️ 獲利稀釋,5.27,-34.78,2637.TW,2026-03,83.9000015259,2025,慧洋-KY,8.658410890185758,36.66%,1.6,-961.5100000000001,⚪ 中性觀察,145.35,37.77%
-150.0,-8.68,813.75,📉 獲利侵蝕,-1.85,-129.63,2023.TW,2026-03,14.0500001907,2025,燁輝,0.0,-2.27%,-0.4,-963.75,⚪ 數據不足,-67.64999999999999,7.45%
74.36,27.53,1042.99,⚠️ 獲利稀釋,-1.51,6.88,3508.TWO,2026-03,17.25,2025,位速,0.0,-34.06%,-0.1,-968.63,⚪ 數據不足,-55.05,1.54%
-700.0,5.58,279.91,📉 獲利侵蝕,-1.02,9.52,3349.TWO,2026-03,24.7000007629,2025,寶德,0.0,-15.09%,-0.48,-979.9100000000001,⚪ 數據不足,-41.400000000000006,15.17%
51.72,-11.17,1032.08,⚠️ 獲利稀釋,-7.87,-8644.44,2239.TW,2026-03,20.3500003815,2025,英利-KY,0.0,-2.22%,-1.68,-980.3599999999999,⚪ 數據不足,-252.15000000000003,11.02%
35.29,4.14,1018.02,⚠️ 獲利稀釋,1.26,-31.87,2353.TW,2026-03,31.0499992371,2025,宏��,10.633561382568493,2.51%,0.23,-982.73,⚪ 中性觀察,43.8,11.56%
130.77,-0.51,1114.03,⚠️ 獲利稀釋,2.39,-26.77,8183.TWO,2026-03,33.3499984741,2025,精星,9.212706760801105,N/A,0.3,-983.26,⚪ 中性觀察,54.300000000000004,N/A
-909.09,-14.66,75.25,📉 獲利侵蝕,-6.69,-259.36,7723.TWO,2026-03,21.0499992371,2025,築間,0.0,N/A,-0.9,-984.34,⚪ 數據不足,-171.60000000000002,N/A
151.52,2.6,1136.23,🔄 轉虧為盈,-1.42,-286.84,2734.TWO,2026-03,15.6000003815,2025,易飛網,0.0,-0.44%,0.17,-984.71,⚪ 數據不足,-44.7,15.72%
76.0,14.78,1061.93,⚠️ 獲利稀釋,-0.75,58.56,6116.TW,2026-03,16.7000007629,2025,彩晶,0.0,N/A,-0.06,-985.9300000000001,⚪ 數據不足,-27.599999999999998,N/A
-495.0,-12.26,503.59,📉 獲利侵蝕,-3.49,-1354.17,8066.TWO,2026-03,14.75,2025,來思達,0.0,N/A,-0.91,-998.5899999999999,⚪ 數據不足,-118.8,N/A
-24.24,-21.83,974.87,📉 獲利侵蝕,2.73,-57.28,6189.TW,2026-03,49.5999984741,2025,豐藝,7.774294431677116,N/A,1.0,-999.11,⚪ 中性觀察,95.7,N/A
-753.85,2.83,246.12,📉 獲利侵蝕,-2.24,-92.04,1338.TW,2026-03,16.5499992371,2025,廣華-KY,0.0,-1.26%,-1.15,-999.97,⚪ 數據不足,-112.80000000000001,22.76%
6.82,-61.92,1008.82,⚠️ 獲利稀釋,-2.14,-38.16,6872.TWO,2026-03,16.2999992371,2025,浩宇生醫,0.0,N/A,-0.41,-1002.0,⚪ 數據不足,-76.95,N/A
388.24,-32.9,1394.7,⚠️ 獲利稀釋,0.39,-45.83,6020.TWO,2026-03,21.6000003815,2025,大展證,18.947368755701756,N/A,0.49,-1006.46,❌ 暫避觀望,17.099999999999998,N/A
-125.0,26.05,881.55,📉 獲利侵蝕,-0.82,-440.0,3207.TWO,2026-03,58.5,2025,耀勝,0.0,-13.20%,-0.45,-1006.55,⚪ 數據不足,-7.800000000000001,11.52%
-53.13,6.13,960.71,📉 獲利侵蝕,1.22,-31.22,2489.TW,2026-03,36.5999984741,2025,瑞軒,14.639999389640002,0.67%,0.15,-1013.84,⚪ 中性觀察,37.49999999999999,9.15%
-700.0,-7.75,325.38,📉 獲利侵蝕,0.51,189.47,3191.TWO,2026-03,18.6000003815,2025,雲嘉南,93.00000190750002,-10.81%,-0.32,-1025.38,❌ 暫避觀望,2.999999999999999,29.43%
260.0,58.82,1288.64,🔄 轉虧為盈,-0.16,88.24,5475.TWO,2026-03,178.0,2025,德宏,0.0,N/A,0.24,-1028.64,⚪ 數據不足,-6.6000000000000005,N/A
-900.0,22.72,129.28,📉 獲利侵蝕,0.2,25.0,6796.TW,2026-03,59.7000007629,2025,晉弘,0.0,N/A,-0.32,-1029.28,⚪ 數據不足,-24.150000000000002,N/A
182.35,11.07,1219.6,⚠️ 獲利稀釋,1.36,-33.33,8131.TW,2026-03,81.1999969482,2025,福懋科,30.992365247404578,N/A,0.96,-1037.25,❌ 暫避觀望,39.300000000000004,N/A
200.0,5.45,1237.92,⚠️ 獲利稀釋,0.7,-64.1,8150.TW,2026-03,114.0,2025,南茂,125.27472527472528,N/A,0.72,-1037.92,❌ 暫避觀望,13.649999999999999,N/A
10.0,0.36,1053.77,⚠️ 獲利稀釋,0.45,-15.09,1219.TW,2026-03,12.1999998093,2025,福壽,14.022988286551723,1.10%,0.11,-1043.77,⚪ 中性觀察,13.05,9.65%
-46.67,-7.42,1000.02,🔄 轉虧為盈,-2.59,-248.85,5464.TWO,2026-03,89.8000030518,2025,霖宏,0.0,N/A,0.16,-1046.69,⚪ 數據不足,-131.54999999999998,N/A
-0.9,72.06,1046.4,📉 獲利侵蝕,5.15,57.01,3706.TW,2026-03,90.9000015259,2025,神達,7.408313082795436,3.96%,1.1,-1047.3000000000002,⚪ 中性觀察,184.04999999999998,10.03%
15.79,-6.25,1074.05,⚠️ 獲利稀釋,1.62,8.0,1225.TW,2026-03,27.0499992371,2025,福懋油,6.796482220376884,5.38%,0.44,-1058.26,⚪ 中性觀察,59.7,10.74%
330.0,-1.96,1393.26,🔄 轉虧為盈,-0.3,-300.0,8105.TW,2026-03,18.2000007629,2025,凌巨,0.0,N/A,0.43,-1063.26,⚪ 數據不足,-15.0,N/A
-28.74,-3.46,1037.73,📉 獲利侵蝕,11.29,-17.53,8454.TW,2026-03,266.0,2025,富邦媒,9.665697674418606,N/A,2.43,-1066.47,⚪ 中性觀察,412.79999999999995,N/A
20.0,4.86,1087.95,⚠️ 獲利稀釋,1.08,66.15,6270.TWO,2026-03,34.2000007629,2025,倍微,13.464567229488187,N/A,0.24,-1067.95,⚪ 中性觀察,38.1,N/A
-542.86,55.97,526.87,📉 獲利侵蝕,-0.03,-140.0,1235.TW,2026-03,37.0,2025,興泰,50.684931506849324,-0.09%,-0.54,-1069.73,❌ 暫避觀望,10.949999999999998,27.19%
69.03,27.07,1138.84,⚠️ 獲利稀釋,18.2,24.57,2376.TW,2026-03,344.0,2025,技嘉,7.016112584132164,4.26%,7.86,-1069.81,⚪ 中性觀察,735.45,10.28%
188.24,-2.48,1259.84,⚠️ 獲利稀釋,0.6,71.43,2483.TW,2026-03,51.0,2025,百容,23.394495412844034,-6.13%,0.15,-1071.6,❌ 暫避觀望,32.7,8.90%
17.65,-9.17,1100.69,⚠️ 獲利稀釋,-2.94,-116.18,4426.TW,2026-03,8.2899999619,2025,利勤,0.0,N/A,-0.28,-1083.04,⚪ 數據不足,-111.9,N/A
157.58,-6.4,1248.87,⚠️ 獲利稀釋,0.02,102.7,8455.TWO,2026-03,25.4500007629,2025,大拓-KY,133.94737243631582,N/A,0.19,-1091.29,❌ 暫避觀望,2.8499999999999996,N/A
-250.0,-3.95,848.03,📉 獲利侵蝕,-1.12,-21.74,5355.TWO,2026-03,6.2899999619,2025,佳總,0.0,N/A,-0.14,-1098.03,⚪ 數據不足,-38.1,N/A
-5.88,-0.68,1092.42,📉 獲利侵蝕,0.73,-31.13,4401.TWO,2026-03,14.9499998093,2025,東隆興,9.522292872165604,1.90%,0.16,-1098.3000000000002,⚪ 中性觀察,23.55,8.57%
-200.0,-28.43,907.13,📉 獲利侵蝕,0.2,-47.37,2867.TW,2026-03,8.8500003815,2025,三商壽,42.1428589595238,0.03%,-0.03,-1107.13,❌ 暫避觀望,3.1500000000000004,3.78%
162.5,-0.22,1271.05,⚠️ 獲利稀釋,0.05,25.0,6179.TWO,2026-03,27.75,2025,亞通,22.02380952380953,N/A,0.27,-1108.55,❌ 暫避觀望,18.9,N/A
8.54,9.49,1119.98,⚠️ 獲利稀釋,-2.41,8.37,6645.TW,2026-03,14.8999996185,2025,金萬林-創,0.0,N/A,-0.76,-1111.44,⚪ 數據不足,-98.39999999999999,N/A
-100.0,58.33,1011.49,📉 獲利侵蝕,0.0,-100.0,3073.TWO,2026-03,21.9500007629,2025,天方能源,26.13095328916667,-34.05%,0.0,-1111.49,❌ 暫避觀望,12.6,29.35%
21.49,-15.24,1134.09,⚠️ 獲利稀釋,-5.14,-147.12,3092.TW,2026-03,26.0499992371,2025,鴻碩,0.0,-21.28%,-0.95,-1112.6,⚪ 數據不足,-204.29999999999998,1.51%
135.2,8.58,1251.42,⚠️ 獲利稀釋,6.8,22.08,6727.TWO,2026-03,417.5,2025,亞泰金屬,26.012461059190034,N/A,2.94,-1116.22,❌ 暫避觀望,240.74999999999994,N/A
140.0,9.01,1259.13,⚠️ 獲利稀釋,2.22,22.78,3114.TWO,2026-03,36.9000015259,2025,好德,7.987013317294372,N/A,0.73,-1119.13,⚪ 中性觀察,69.3,N/A
-260.42,11.23,860.45,📉 獲利侵蝕,5.11,-8.26,6997.TWO,2026-03,76.6999969482,2025,博弘,9.342265158124237,N/A,-2.31,-1120.8700000000001,⚪ 中性觀察,123.15,N/A
64.84,41.88,1189.95,⚠️ 獲利稀釋,7.54,17.08,6227.TWO,2026-03,115.0,2025,茂綸,6.865671641791045,N/A,3.0,-1125.1100000000001,⚪ 中性觀察,251.25,N/A
3200.0,-0.1,4328.03,⚠️ 獲利稀釋,1.45,-43.36,2605.TW,2026-03,31.6499996185,2025,新興,11.223404120035461,37.60%,0.66,-1128.0299999999997,⚪ 中性觀察,42.3,45.87%
50.0,-4.78,1180.96,⚠️ 獲利稀釋,-1.76,-39.68,1308.TW,2026-03,14.9499998093,2025,亞聚,0.0,2.26%,-0.2,-1130.96,⚪ 數據不足,-60.300000000000004,6.52%
120.75,15.12,1252.91,⚠️ 獲利稀釋,3.3,-26.67,2031.TW,2026-03,40.25,2025,新光鋼,4.872881355932203,7.27%,0.22,-1132.16,⚪ 中性觀察,123.89999999999999,12.43%
46.58,-25.98,1179.43,⚠️ 獲利稀釋,-3.45,62.26,3666.TWO,2026-03,25.25,2025,光耀,0.0,N/A,-0.4,-1132.8500000000001,⚪ 數據不足,-121.05000000000001,N/A
0.0,-16.11,1137.15,📉 獲利侵蝕,-0.15,55.88,1440.TW,2026-03,13.4499998093,2025,南紡,0.0,-4.90%,-0.05,-1137.15,⚪ 數據不足,-4.2,7.45%
-105.88,85.08,1033.1,📉 獲利侵蝕,-0.54,-245.95,4714.TWO,2026-03,11.3000001907,2025,永捷,0.0,-39.60%,-0.02,-1138.98,⚪ 數據不足,-0.3000000000000011,-12.82%
60.0,20.96,1201.0,⚠️ 獲利稀釋,-0.34,-70.0,4806.TWO,2026-03,9.9600000381,2025,桂田文創,0.0,-39.20%,-0.04,-1141.0,⚪ 數據不足,-11.700000000000001,46.90%
40.0,19.77,1190.45,⚠️ 獲利稀釋,0.05,-90.74,6229.TWO,2026-03,26.3500003815,2025,研通,0.0,N/A,0.14,-1150.45,⚪ 數據不足,-1.7999999999999996,N/A
8.11,8.17,1163.07,⚠️ 獲利稀釋,4.01,4.7,3046.TW,2026-03,54.7000007629,2025,建��,5.234449833770335,N/A,1.2,-1154.96,⚪ 中性觀察,156.75,N/A
166.67,-0.95,1325.24,⚠️ 獲利稀釋,0.68,28.3,1617.TW,2026-03,23.8999996185,2025,榮星,0.0,N/A,0.08,-1158.57,⚪ 數據不足,-1.3499999999999996,N/A
610.0,38.99,1768.76,⚠️ 獲利稀釋,9.13,51.64,6625.TW,2026-03,78.3000030518,2025,必應,3.8401178544286414,N/A,1.42,-1158.76,⚪ 中性觀察,305.85,N/A
564.0,24.87,1727.49,⚠️ 獲利稀釋,10.62,18.74,6903.TWO,2026-03,406.0,2025,巨漢,15.846994535519126,N/A,6.72,-1163.49,❌ 暫避觀望,384.29999999999995,N/A
149.34,19.04,1315.37,⚠️ 獲利稀釋,30.51,63.03,6139.TW,2026-03,895.0,2025,亞翔,13.993120700437773,N/A,9.45,-1166.03,⚪ 中性觀察,959.4,N/A
1437.5,-17.66,2606.42,🔄 轉虧為盈,-0.99,-1750.0,1326.TW,2026-03,70.8000030518,2025,台化,0.0,-1.33%,1.07,-1168.92,⚪ 數據不足,-31.499999999999993,4.05%
-450.0,10.06,724.03,📉 獲利侵蝕,-0.1,-134.48,3520.TWO,2026-03,16.1499996185,2025,華盈,0.0,N/A,-0.07,-1174.03,⚪ 數據不足,-6.0,N/A
-202.5,-14.6,977.75,📉 獲利侵蝕,3.21,-22.09,1525.TW,2026-03,66.9000015259,2025,江申,10.324074309552469,6.22%,-0.82,-1180.25,⚪ 中性觀察,97.2,20.24%
685.71,13.3,1868.89,🔄 轉虧為盈,-0.43,-407.14,3229.TW,2026-03,36.7999992371,2025,晟鈦,0.0,5.07%,0.55,-1183.18,⚪ 數據不足,-13.799999999999999,10.48%
-780.0,18.08,410.26,📉 獲利侵蝕,-0.67,-24.07,5223.TWO,2026-03,24.6000003815,2025,安力-KY,0.0,N/A,-0.44,-1190.26,⚪ 數據不足,-14.4,N/A
-37.86,45.18,1167.83,📉 獲利侵蝕,0.26,-35.0,6451.TW,2026-03,491.0,2025,訊芯-KY,0.0,N/A,-1.45,-1205.6899999999998,⚪ 數據不足,-52.05,N/A
-1180.0,4.63,32.83,📉 獲利侵蝕,6.03,1502.33,1432.TW,2026-03,15.25,2025,大魯閣,3.080808080808081,-28.70%,-0.54,-1212.83,⚪ 中性觀察,74.25,34.83%
0.0,-0.55,1226.55,📉 獲利侵蝕,1.05,-4.59,2312.TW,2026-03,34.5999984741,2025,金寶,12.35714231217857,1.66%,0.35,-1226.55,⚪ 中性觀察,42.0,5.36%
-700.0,-0.23,530.2,📉 獲利侵蝕,0.95,-54.76,5371.TWO,2026-03,94.9000015259,2025,中光電,73.56589265573645,N/A,-0.3,-1230.2,❌ 暫避觀望,19.349999999999998,N/A
-1257.14,-9.54,-20.19,🏰 高護城河,2.67,-49.53,3455.TWO,2026-03,225.0,2025,由田,119.04761904761907,6.13%,-0.81,-1236.95,❌ 暫避觀望,28.349999999999994,53.12%
-975.0,-68.65,264.19,📉 獲利侵蝕,-0.2,-106.76,2724.TWO,2026-03,10.6000003815,2025,藝舍-KY,0.0,-24.14%,-0.43,-1239.19,⚪ 數據不足,-16.200000000000003,16.85%
1388.46,4.48,2631.9,🔄 轉虧為盈,-1.86,-14.2,6770.TW,2026-03,76.0999984741,2025,力積電,0.0,N/A,3.36,-1243.44,⚪ 數據不足,-19.050000000000004,N/A
