advice,pe,prev_rev_yoy,prev_eps,gm,prev_year,eps_yoy,price,om,eps,prev_eps_yoy,name,symbol,date,expansion,rev_yoy,est_price,status
⚪ 中性觀察,14.473684210526317,7.51,6.14,N/A,2025,32.48,209.0,N/A,2.1,6.63,矽格,6257.TW,2026-03,-264.33,296.81,216.6,⚠️ 獲利稀釋
⚪ 中性觀察,9.173871277617675,1.31,4.3,N/A,2025,22.73,95.5,N/A,1.35,-4.44,瑞祺電通,6416.TW,2026-03,-264.33,287.06,156.15,⚠️ 獲利稀釋
⚪ 中性觀察,11.237785016286646,7.68,8.73,32.60%,2025,-4.19,207.0,21.55%,1.6,24.54,立隆電,2472.TW,2026-03,-264.57,260.38,276.29999999999995,📉 獲利侵蝕
❌ 暫避觀望,46.45708582834332,-10.64,4.01,N/A,2025,76.47,465.5,N/A,1.5,-27.01,采鈺,6789.TW,2026-03,-264.86,341.33,150.29999999999998,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-12.36,-0.29,18.27%,2025,-14.29,11.3500003815,-127.15%,-0.08,21.62,懷特,4108.TW,2026-03,-264.95,250.66,-11.4,📉 獲利侵蝕
❌ 暫避觀望,53.8860103626943,-18.16,0.9,N/A,2025,-81.82,104.0,N/A,0.06,-56.52,雷科,6207.TWO,2026-03,-265.34000000000003,183.52,28.95,📉 獲利侵蝕
⚪ 數據不足,0.0,29.86,-1.65,N/A,2025,-29.63,31.3999996185,N/A,-0.35,-72.63,旭暉應材,6698.TW,2026-03,-265.5,235.87,-68.55000000000001,📉 獲利侵蝕
⚪ 中性觀察,4.976905135588915,21.45,2.32,19.55%,2025,-9.43,21.5499992371,7.07%,0.48,118.87,錩泰,1541.TW,2026-03,-265.6,256.17,64.95,📉 獲利侵蝕
⚪ 數據不足,0.0,-3.21,-2.67,24.04%,2025,-83.87,20.8500003815,-3.20%,0.05,-381.05,科風,3043.TW,2026-03,-265.9,182.03,-53.4,🔄 轉虧為盈
⚪ 中性觀察,3.569667171750925,30.88,3.43,N/A,2025,-84.88,28.9500007629,N/A,0.13,44.34,驊陞,6272.TW,2026-03,-266.01,181.13,121.64999999999999,📉 獲利侵蝕
⚪ 中性觀察,5.13029315960912,-16.56,1.3,N/A,2025,-95.74,15.75,N/A,0.02,-46.94,台通,8011.TW,2026-03,-266.4,170.66,46.050000000000004,📉 獲利侵蝕
⚪ 中性觀察,6.020293294915445,-19.52,3.56,18.52%,2025,20.93,53.4000015259,6.32%,1.04,108.46,榮運,2607.TW,2026-03,-267.23,288.16,133.05,⚠️ 獲利稀釋
⚪ 中性觀察,5.277968533006177,2.72,5.5,28.35%,2025,26.87,76.9000015259,10.08%,2.03,4.17,永記,1726.TW,2026-03,-268.13,295.0,218.54999999999998,⚠️ 獲利稀釋
❌ 暫避觀望,32.28882833787466,16.1,9.28,34.18%,2025,50.26,711.0,15.49%,2.94,30.18,中砂,1560.TW,2026-03,-268.53000000000003,318.79,330.3,⚠️ 獲利稀釋
⚪ 中性觀察,8.640645618869447,13.17,3.41,N/A,2025,47.14,64.1999969482,N/A,1.04,-2.59,千附,8383.TWO,2026-03,-269.25,316.39,111.44999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,11.222222222222221,42.88,10.13,N/A,2025,-5.43,252.5,N/A,2.61,-8.89,鼎炫-KY,8499.TW,2026-03,-269.43,264.0,337.5,📉 獲利侵蝕
⚪ 數據不足,0.0,-59.26,-1.17,15.04%,2025,0.0,16.8500003815,-86.00%,-0.22,10.0,宏太-KY,2924.TWO,2026-03,-269.74,269.74,-38.849999999999994,📉 獲利侵蝕
⚪ 中性觀察,3.9227895392278946,3.75,3.3,27.76%,2025,-1.41,31.5,22.79%,0.7,-15.42,國產,2504.TW,2026-03,-269.74,268.33,120.45000000000002,📉 獲利侵蝕
❌ 暫避觀望,44.24528445830188,-34.63,0.23,N/A,2025,-237.31,23.4500007629,N/A,-0.92,-75.0,進能服,6692.TWO,2026-03,-269.89,32.58,7.95,📉 獲利侵蝕
⚪ 中性觀察,5.12000007628,-3.71,0.98,N/A,2025,-128.13,12.8000001907,N/A,-0.09,-28.99,匯僑,2904.TW,2026-03,-270.34000000000003,142.21,37.5,📉 獲利侵蝕
⚪ 中性觀察,13.571624212544506,7.77,32.84,34.25%,2025,2.07,991.0,20.51%,7.9,-14.37,玉晶光,3406.TW,2026-03,-270.98,273.05,1095.3000000000002,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-42.16,-1.45,-184.95%,2025,-4.65,15.1000003815,-404.30%,-0.45,34.68,迎輝,3523.TWO,2026-03,-271.64,266.99,-66.15,📉 獲利侵蝕
❌ 暫避觀望,28.295454111931818,12.22,0.61,N/A,2025,50.0,24.8999996185,N/A,0.03,25.0,富強鑫,6603.TWO,2026-03,-272.32,322.32,13.2,⚠️ 獲利稀釋
⚪ 中性觀察,12.682926829268293,22.15,1.0,31.61%,2025,160.0,26.0,15.00%,0.13,-5.94,承業醫,4164.TW,2026-03,-272.53,432.53,30.749999999999996,⚠️ 獲利稀釋
⚪ 中性觀察,6.51747153513938,-6.28,9.65,N/A,2025,-43.25,166.0,N/A,1.86,-39.94,天鈺,4961.TW,2026-03,-272.72,229.47,382.04999999999995,📉 獲利侵蝕
⚪ 中性觀察,8.032128514056224,3.54,2.14,27.39%,2025,25.58,40.0,1.25%,0.54,5.94,三商家購,2945.TW,2026-03,-272.85,298.43,74.7,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-90.1,-0.23,N/A,2025,-42.86,19.7999992371,N/A,-0.1,23.33,瑞築,6198.TWO,2026-03,-272.86,230.0,-7.95,📉 獲利侵蝕
⚪ 數據不足,0.0,-0.13,-0.65,N/A,2025,164.71,19.6499996185,N/A,0.45,-332.14,萬達光電,5220.TWO,2026-03,-273.53,438.24,-10.8,🔄 轉虧為盈
⚪ 數據不足,0.0,-24.52,0.24,15.90%,2025,-98.33,52.5,4.48%,0.02,-95.68,龍鋒,3226.TWO,2026-03,-273.77,175.44,-5.7,📉 獲利侵蝕
⚪ 中性觀察,11.56382477626001,26.34,8.73,N/A,2025,4.3,245.5,N/A,2.68,31.08,良維,6290.TWO,2026-03,-274.22999999999996,278.53,318.45,⚠️ 獲利稀釋
❌ 暫避觀望,17.92207816974026,0.06,0.47,N/A,2025,-22.22,13.8000001907,N/A,0.07,-9.62,高林,2906.TW,2026-03,-274.63,252.41,11.55,📉 獲利侵蝕
⚪ 數據不足,0.0,-32.33,-3.62,55.83%,2025,113.33,23.6499996185,-153.80%,0.02,-922.73,鼎固-KY,2923.TW,2026-03,-276.78000000000003,390.11,-69.6,🔄 轉虧為盈
❌ 暫避觀望,55.925927338703715,1.33,0.53,25.17%,2025,153.33,30.2000007629,7.11%,0.76,-74.4,萬在,4543.TWO,2026-03,-277.33000000000004,430.66,8.1,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-36.53,-1.13,N/A,2025,-191.43,15.8000001907,N/A,-1.04,54.88,鋐寶科技,6674.TW,2026-03,-277.88,86.45,-59.1,📉 獲利侵蝕
⚪ 中性觀察,5.336879500265957,-7.81,2.4,N/A,2025,-7.58,30.1000003815,N/A,0.62,-20.27,青鋼,8930.TWO,2026-03,-278.71,271.13,84.6,📉 獲利侵蝕
⚪ 數據不足,0.0,-8.43,-0.96,N/A,2025,166.67,18.0,N/A,0.08,-700.0,達邦蛋白,6578.TWO,2026-03,-279.08000000000004,445.75,-21.15,🔄 轉虧為盈
⚪ 中性觀察,4.800000074429268,12.97,4.02,N/A,2025,-1.9,49.2000007629,N/A,1.09,288.24,浪凡,6165.TW,2026-03,-279.34,277.44,153.75,📉 獲利侵蝕
❌ 暫避觀望,63.76344003989247,10.3,0.48,N/A,2025,55.56,59.2999992371,N/A,0.72,-71.34,今展科,6432.TWO,2026-03,-279.38,334.94,13.950000000000001,⚠️ 獲利稀釋
❌ 暫避觀望,16.811594755724638,29.09,0.74,27.46%,2025,-74.58,23.2000007629,-3.44%,0.15,155.22,曜越,3540.TWO,2026-03,-279.74,205.16,20.7,📉 獲利侵蝕
⚪ 數據不足,0.0,3.52,0.41,17.05%,2025,240.0,41.6500015259,3.38%,0.51,193.18,環科,2413.TW,2026-03,-281.37,521.37,-4.2,⚠️ 獲利稀釋
⚪ 中性觀察,8.63517060367454,27.72,7.94,32.82%,2025,30.64,164.5,16.47%,2.36,45.05,建準,2421.TW,2026-03,-281.58000000000004,312.22,285.75,⚠️ 獲利稀釋
⚪ 中性觀察,6.381435823060189,-5.89,5.97,N/A,2025,-9.38,88.0,N/A,1.45,-21.86,益張,8342.TWO,2026-03,-281.6,272.22,206.85,📉 獲利侵蝕
⚪ 中性觀察,11.932447397563678,-4.53,7.64,N/A,2025,-32.26,215.5,N/A,1.89,-6.83,同欣電,6271.TW,2026-03,-281.66,249.4,270.9,📉 獲利侵蝕
⚪ 中性觀察,7.461538559358973,-6.24,1.55,19.14%,2025,31.82,29.1000003815,6.69%,0.61,-21.93,遠東新,1402.TW,2026-03,-282.16,313.98,58.50000000000001,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-43.95,-0.5,N/A,2025,0.0,6.0100002289,N/A,-0.22,-1080.0,富裔,6264.TWO,2026-03,-283.09,283.09,-26.999999999999996,📉 獲利侵蝕
❌ 暫避觀望,23.55035605289929,19.87,3.95,N/A,2025,16.43,231.5,N/A,1.63,-30.21,千附精密,6829.TWO,2026-03,-283.4,299.83,147.45,⚠️ 獲利稀釋
❌ 暫避觀望,17.515923566878982,5.3,2.59,N/A,2025,-56.82,110.0,N/A,0.19,40.56,均豪,5443.TWO,2026-03,-283.8,226.98,94.2,📉 獲利侵蝕
⚪ 中性觀察,10.673076923076922,19.79,1.36,N/A,2025,-58.82,27.75,N/A,0.07,-11.69,驊宏資,6148.TWO,2026-03,-284.15000000000003,225.33,39.00000000000001,📉 獲利侵蝕
⚪ 中性觀察,12.219887955182072,40.66,10.99,N/A,2025,72.41,349.0,N/A,4.5,29.29,衛司特,6894.TWO,2026-03,-284.28,356.69,428.40000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,11.091549295774648,-23.26,2.05,N/A,2025,40.0,47.25,N/A,0.61,-31.43,藍天,2362.TW,2026-03,-284.54,324.54,63.9,⚠️ 獲利稀釋
⚪ 中性觀察,10.133928344360118,-13.29,3.59,N/A,2025,-62.69,68.0999984741,N/A,0.25,-65.19,泓德能源,6873.TW,2026-03,-284.96000000000004,222.27,100.80000000000001,📉 獲利侵蝕
⚪ 中性觀察,6.912799089437412,5.91,2.68,N/A,2025,6.25,49.1500015259,N/A,0.68,1.52,新海,9926.TW,2026-03,-285.12,291.37,106.65,⚠️ 獲利稀釋
⚪ 中性觀察,4.430946486687979,-50.97,1.92,N/A,2025,-102.86,34.6500015259,N/A,-0.01,-80.22,皇翔,2545.TW,2026-03,-285.35,182.49,117.30000000000001,📉 獲利侵蝕
❌ 暫避觀望,74.71697825301888,23.94,-0.55,N/A,2025,79.17,79.1999969482,N/A,0.43,-191.67,羅昇,8374.TW,2026-03,-285.63,364.8,15.899999999999997,🔄 轉虧為盈
⚪ 中性觀察,5.028441497491467,15.94,6.57,N/A,2025,86.52,88.4000015259,N/A,2.63,-2.48,世紀鋼,9958.TW,2026-03,-285.76,372.28,263.70000000000005,⚠️ 獲利稀釋
⚪ 中性觀察,8.257113821138212,7.18,8.07,27.00%,2025,8.57,162.5,17.59%,1.94,10.14,中興電,1513.TW,2026-03,-287.3,295.87,295.2,⚠️ 獲利稀釋
⚪ 中性觀察,10.758377425044092,9.65,1.66,29.13%,2025,13.51,61.0,15.60%,0.84,-33.33,尼克森,3317.TWO,2026-03,-287.94,301.45,85.05,⚠️ 獲利稀釋
❌ 暫避觀望,19.148354153369198,31.74,46.57,31.93%,2025,37.66,2100.0,18.37%,11.66,98.71,貿聯-KY,3665.TW,2026-03,-288.38,326.04,1645.05,⚠️ 獲利稀釋
⚪ 中性觀察,6.413934269897542,19.95,2.28,28.39%,2025,-60.0,31.2999992371,9.28%,0.08,13.43,全宇生技-KY,4148.TW,2026-03,-288.62,228.62,73.19999999999999,📉 獲利侵蝕
❌ 暫避觀望,16.418918403445943,1.99,0.78,30.30%,2025,34.78,24.2999992371,18.03%,0.31,-30.97,大統新創,1470.TW,2026-03,-289.92999999999995,324.71,22.200000000000003,⚠️ 獲利稀釋
❌ 暫避觀望,36.29032258064516,7.87,3.63,N/A,2025,11.56,315.0,N/A,2.22,-51.37,松川精密,7788.TW,2026-03,-290.24,301.8,130.2,⚠️ 獲利稀釋
⚪ 中性觀察,7.08825573314802,13.91,5.62,N/A,2025,16.2,102.0,N/A,2.08,-8.97,八貫,1342.TW,2026-03,-292.19,308.39,215.85,⚠️ 獲利稀釋
⚪ 中性觀察,3.766816257541106,29.61,5.23,27.73%,2025,-26.58,50.4000015259,10.88%,1.17,52.37,竣邦-KY,4442.TWO,2026-03,-292.40999999999997,265.83,200.70000000000002,📉 獲利侵蝕
⚪ 中性觀察,7.2662298987492555,11.55,6.45,N/A,2025,18.09,122.0,N/A,2.22,-5.85,安勤,3479.TWO,2026-03,-292.69,310.78,251.85,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-9.87,-0.49,27.13%,2025,-23.53,21.2999992371,-30.10%,-0.21,-2550.0,夏都,2722.TW,2026-03,-292.96000000000004,269.43,-19.5,📉 獲利侵蝕
⚪ 中性觀察,8.269230994940829,-1.77,1.38,N/A,2025,-7.55,27.9500007629,N/A,0.5,-36.28,台林,5353.TWO,2026-03,-293.42,285.87,50.699999999999996,📉 獲利侵蝕
⚪ 數據不足,0.0,-1.12,-1.15,N/A,2025,-22.86,27.9500007629,N/A,-0.43,-428.57,松崗,6240.TWO,2026-03,-293.47,270.61,-60.44999999999999,📉 獲利侵蝕
⚪ 中性觀察,12.76967907787172,-5.35,1.16,N/A,2025,-14.47,43.7999992371,N/A,1.36,-77.08,關中,8941.TWO,2026-03,-294.70000000000005,280.23,51.45,📉 獲利侵蝕
⚪ 中性觀察,3.045186640471513,373.32,5.56,N/A,2025,-52.56,31.0,N/A,0.37,-69.48,世紀*,5314.TWO,2026-03,-294.88,242.32,152.7,📉 獲利侵蝕
❌ 暫避觀望,33.715596330275226,16.61,0.55,N/A,2025,19.35,36.75,N/A,0.37,-63.09,寶一,8222.TW,2026-03,-295.02,314.37,16.35,⚠️ 獲利稀釋
⚪ 中性觀察,8.051118048359957,3.44,4.36,N/A,2025,-70.52,75.5999984741,N/A,0.51,-34.8,佳邦,6284.TWO,2026-03,-295.08,224.56,140.85000000000002,📉 獲利侵蝕
⚪ 數據不足,0.0,-32.24,0.17,N/A,2025,-175.0,30.2000007629,N/A,-1.43,104.91,立凱-KY,5227.TWO,2026-03,-295.26,120.26,-4.199999999999994,📉 獲利侵蝕
⚪ 中性觀察,3.4986713906111606,3.01,4.21,N/A,2025,27.64,39.5,N/A,1.57,13.48,合機,1618.TW,2026-03,-295.66,323.3,169.35,⚠️ 獲利稀釋
❌ 暫避觀望,33.61111217069445,23.11,0.37,18.05%,2025,300.0,24.2000007629,2.96%,0.04,188.1,吉茂,1587.TW,2026-03,-296.05999999999995,596.06,10.799999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,13.32737030411449,21.66,4.34,N/A,2025,40.18,149.0,N/A,1.58,-2.92,鴻呈,6913.TWO,2026-03,-296.59999999999997,336.78,167.7,⚠️ 獲利稀釋
⚪ 中性觀察,4.436297115114574,-9.29,4.56,19.83%,2025,9.52,48.4000015259,7.42%,0.92,-12.98,漢平,2488.TW,2026-03,-297.86,307.38,163.65,⚠️ 獲利稀釋
❌ 暫避觀望,18.114143920595538,-11.79,2.51,N/A,2025,-136.07,73.0,N/A,-0.45,-48.7,立誠,6597.TWO,2026-03,-299.69,163.62,60.44999999999999,📉 獲利侵蝕
⚪ 中性觀察,6.416122170577342,-7.95,3.71,23.43%,2025,29.6,58.9000015259,12.74%,1.62,-30.65,富林-KY,1341.TW,2026-03,-299.92999999999995,329.53,137.7,⚠️ 獲利稀釋
⚪ 中性觀察,4.527027174314672,6.42,4.27,N/A,2025,-34.37,46.9000015259,N/A,0.63,3.41,崧騰,3484.TWO,2026-03,-300.07,265.7,155.39999999999998,📉 獲利侵蝕
❌ 暫避觀望,54.07407548703703,-8.96,0.22,N/A,2025,-22.22,14.6000003815,N/A,0.07,-80.53,南良,5450.TWO,2026-03,-300.11,277.89,4.050000000000001,📉 獲利侵蝕
⚪ 中性觀察,5.853658769192074,-8.15,3.08,N/A,2025,-49.06,38.4000015259,N/A,0.54,-26.71,福興,9924.TW,2026-03,-300.19,251.13,98.39999999999999,📉 獲利侵蝕
⚪ 中性觀察,6.045694468523726,2.91,2.24,N/A,2025,-14.81,34.4000015259,N/A,0.46,6.16,德記,5902.TWO,2026-03,-300.4,285.59,85.35000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-18.27,-1.3,23.89%,2025,-59.38,12.3999996185,-8.96%,-0.51,-6600.0,環天科,3499.TWO,2026-03,-300.77,241.39,-57.15,📉 獲利侵蝕
⚪ 中性觀察,11.90145732130465,11.63,5.46,14.11%,2025,73.15,171.5,9.96%,2.58,11.43,長榮航太,2645.TW,2026-03,-301.15,374.3,216.15,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-81.41,-0.8,N/A,2025,-9.76,14.9499998093,N/A,-0.45,-480.95,全坤建,2509.TW,2026-03,-301.24,291.48,-36.75,📉 獲利侵蝕
⚪ 中性觀察,6.536964683677043,9.39,4.01,N/A,2025,-31.4,67.1999969482,N/A,0.83,-22.33,大樹,6469.TWO,2026-03,-301.33,269.93,154.2,📉 獲利侵蝕
❌ 暫避觀望,37.13592233009709,6.1,2.3,N/A,2025,68.75,153.0,N/A,0.27,69.12,新門,5432.TWO,2026-03,-302.19,370.94,61.800000000000004,⚠️ 獲利稀釋
⚪ 中性觀察,12.384121701925363,59.94,16.28,N/A,2025,41.75,521.0,N/A,5.66,41.2,崴寶,7744.TWO,2026-03,-302.93,344.68,631.05,⚠️ 獲利稀釋
⚪ 數據不足,0.0,2.56,0.1,N/A,2025,-195.24,103.0,N/A,-0.4,-93.2,邑錡,7402.TWO,2026-03,-303.34000000000003,108.1,-6.15,📉 獲利侵蝕
⚪ 中性觀察,4.9972742140650555,5.01,22.45,N/A,2025,-20.46,275.0,N/A,6.96,-18.94,復盛應用,6670.TW,2026-03,-303.46999999999997,283.01,825.45,📉 獲利侵蝕
❌ 暫避觀望,36.36363636363637,2.53,4.99,32.82%,2025,12.7,400.0,27.31%,1.42,-18.86,精材,3374.TWO,2026-03,-303.88,316.58,165.0,⚠️ 獲利稀釋
❌ 暫避觀望,19.539171210092167,3.65,1.86,23.30%,2025,38.89,84.8000030518,7.20%,0.75,-9.71,光頡,3624.TWO,2026-03,-303.89,342.78,65.1,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-10.48,-1.13,N/A,2025,-150.0,11.3000001907,N/A,-0.05,-337.5,威力暘-創,6988.TW,2026-03,-303.95,153.95,-24.15,📉 獲利侵蝕
❌ 暫避觀望,18.448637316561843,-6.64,1.42,18.31%,2025,-61.07,88.0,3.31%,0.6,-56.6,巧新,1563.TW,2026-03,-304.39,243.32,71.55000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-17.79,-4.64,20.78%,2025,-97.44,50.4000015259,-7.17%,0.02,-270.99,敦泰,3545.TW,2026-03,-304.86,207.42,-28.650000000000006,🔄 轉虧為盈
⚪ 數據不足,0.0,-12.03,4.58,N/A,2025,-141.61,0.0,N/A,-0.62,-40.21,寶綠特-KY,6887.TW,2026-03,-305.17,163.56,0.0,📉 獲利侵蝕
⚪ 中性觀察,13.13591495823842,11.55,5.48,25.97%,2025,14.29,173.0,19.26%,1.76,-12.04,台星科,3265.TWO,2026-03,-305.45,319.74,197.55,⚠️ 獲利稀釋
⚪ 數據不足,0.0,12.09,1.06,22.41%,2025,-53.33,18.7999992371,9.68%,0.14,46.48,興采,4433.TWO,2026-03,-306.64,253.31,-13.649999999999997,📉 獲利侵蝕
⚪ 中性觀察,3.229329292191888,2.6,9.97,N/A,2025,3.33,82.8000030518,N/A,2.48,10.9,力泰,5520.TWO,2026-03,-307.01,310.34,384.6,⚠️ 獲利稀釋
⚪ 中性觀察,11.576801087449025,9.26,11.51,37.30%,2025,-63.79,511.0,24.28%,3.9,-69.45,國巨*,2327.TW,2026-03,-308.06,244.27,662.1,📉 獲利侵蝕
⚪ 中性觀察,12.443365942686084,20.59,1.24,23.91%,2025,0.0,38.4500007629,2.92%,0.26,18.27,華晶科,3059.TW,2026-03,-308.22,308.22,46.349999999999994,📉 獲利侵蝕
⚪ 中性觀察,9.476954945624028,12.89,7.91,N/A,2025,164.0,183.0,N/A,2.64,9.74,精誠,6214.TW,2026-03,-309.15,473.15,289.65000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,6.727416919635498,0.46,2.61,25.14%,2025,7.14,42.4500007629,8.89%,0.6,-6.99,眾福科,3168.TW,2026-03,-310.42,317.56,94.65,⚠️ 獲利稀釋
⚪ 中性觀察,3.473344103392569,2.45,2.35,N/A,2025,-55.13,21.5,N/A,0.35,-33.33,晉泰,6221.TWO,2026-03,-310.99,255.86,92.85,📉 獲利侵蝕
⚪ 中性觀察,8.625377413021148,-3.8,1.33,23.19%,2025,33.33,28.5499992371,4.10%,0.52,-30.16,佳格,1227.TW,2026-03,-311.83000000000004,345.16,49.65,⚠️ 獲利稀釋
❌ 暫避觀望,32.090545938748335,8.9,3.26,N/A,2025,70.0,241.0,N/A,1.19,11.72,信昌電,6173.TWO,2026-03,-311.92,381.92,112.64999999999999,⚠️ 獲利稀釋
❌ 暫避觀望,39.2134848605618,-1.9,0.51,N/A,2025,-211.63,34.9000015259,N/A,-0.48,-79.59,弘凱,5244.TW,2026-03,-312.87,101.24,13.35,📉 獲利侵蝕
⚪ 數據不足,0.0,195.34,-0.52,30.65%,2025,41.38,10.75,-1.86%,-0.19,35.21,上曜,1316.TW,2026-03,-315.06,356.44,-30.449999999999996,⚠️ 獲利稀釋
❌ 暫避觀望,15.251989389920423,25.19,4.13,15.14%,2025,29.03,172.5,0.74%,3.22,-47.66,六方科-KY,4569.TW,2026-03,-315.13,344.16,169.65,⚠️ 獲利稀釋
❌ 暫避觀望,25.291261395242717,-4.08,0.27,N/A,2025,-12.2,26.0499992371,N/A,0.36,-74.77,惠光,6508.TWO,2026-03,-315.78,303.58,15.450000000000001,📉 獲利侵蝕
⚪ 中性觀察,7.617866194267991,-5.68,1.5,22.84%,2025,26.67,30.7000007629,6.75%,0.57,-39.27,正新,2105.TW,2026-03,-316.37,343.04,60.44999999999999,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-9.81,-0.34,21.48%,2025,22.22,0.0,-2.51%,0.12,-132.32,艾笛森,3591.TW,2026-03,-316.44000000000005,338.66,0.0,🔄 轉虧為盈
⚪ 中性觀察,6.6699996948199995,-10.14,2.2,N/A,2025,-24.19,33.3499984741,N/A,0.5,-50.0,榮剛,5009.TWO,2026-03,-318.08,293.89,75.0,📉 獲利侵蝕
⚪ 中性觀察,12.023121387283236,-14.3,3.0,N/A,2025,-75.79,104.0,N/A,0.61,-73.47,永道-KY,6863.TW,2026-03,-318.43,242.64,129.75,📉 獲利侵蝕
⚪ 數據不足,0.0,-1.12,-2.07,N/A,2025,-5.26,19.7999992371,N/A,-0.4,17.15,光麗-KY,6431.TW,2026-03,-318.53999999999996,313.28,-73.94999999999999,📉 獲利侵蝕
⚪ 數據不足,0.0,79.86,-0.09,N/A,2025,-150.0,33.3499984741,N/A,-0.05,95.65,成信實業*-創,6969.TW,2026-03,-318.9,168.9,-9.3,📉 獲利侵蝕
⚪ 數據不足,0.0,13.75,-0.92,N/A,2025,-244.44,113.5,N/A,-0.32,-38.46,共信-KY,6617.TWO,2026-03,-318.90999999999997,74.47,-30.450000000000003,📉 獲利侵蝕
⚪ 數據不足,0.0,-14.66,-1.35,N/A,2025,44.9,17.7999992371,N/A,-0.28,-338.6,雷笛克光學,5230.TWO,2026-03,-319.8,364.7,-60.6,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-4.99,0.06,N/A,2025,-48.98,22.0499992371,N/A,0.25,-97.61,華祺,5015.TWO,2026-03,-320.69,271.71,-13.799999999999999,📉 獲利侵蝕
⚪ 中性觀察,9.646779459780351,-6.24,13.02,23.64%,2025,-6.49,325.0,9.15%,3.6,-11.43,信邦,3023.TW,2026-03,-321.18,314.69,505.34999999999997,📉 獲利侵蝕
⚪ 中性觀察,7.83179012345679,20.3,10.26,28.44%,2025,13.18,203.0,14.20%,2.51,30.29,臺慶科,3357.TWO,2026-03,-321.40999999999997,334.59,388.79999999999995,⚠️ 獲利稀釋
❌ 暫避觀望,23.38932596215182,54.05,19.47,33.66%,2025,89.33,1100.0,24.30%,6.87,64.8,金像電,2368.TW,2026-03,-322.13,411.46,705.45,⚠️ 獲利稀釋
⚪ 中性觀察,7.801556123385213,-16.5,1.1,20.87%,2025,-30.61,20.0499992371,0.16%,0.37,-50.0,全台,3038.TW,2026-03,-323.06,292.45,38.550000000000004,📉 獲利侵蝕
❌ 暫避觀望,32.595420429694656,-22.51,0.66,19.95%,2025,-7.41,42.7000007629,4.03%,0.25,-79.88,健椿,4561.TWO,2026-03,-323.71000000000004,316.3,19.650000000000002,📉 獲利侵蝕
⚪ 中性觀察,8.442906222399078,-7.71,3.45,21.08%,2025,-66.67,73.1999969482,5.11%,0.35,-51.27,信錦,1582.TW,2026-03,-324.37,257.7,130.05,📉 獲利侵蝕
⚪ 中性觀察,6.580188589268868,3.4,1.81,25.38%,2025,41.67,27.8999996185,12.75%,0.35,58.77,錩新,2415.TW,2026-03,-324.52,366.19,63.6,⚠️ 獲利稀釋
⚪ 中性觀察,6.740139034129931,1.69,1.72,N/A,2025,18.52,29.0499992371,N/A,0.33,0.6,大台北,9908.TW,2026-03,-327.45000000000005,345.97,64.64999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,9.200743494423792,-7.67,6.22,N/A,2025,5.8,148.5,N/A,2.19,-43.71,昇佳電子,6732.TWO,2026-03,-327.51,333.31,242.10000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,8.132450533231788,14.61,2.49,25.36%,2025,-18.28,61.4000015259,-1.87%,0.76,-28.03,友通,2397.TW,2026-03,-328.4,310.12,113.25000000000001,📉 獲利侵蝕
⚪ 中性觀察,8.504762195409524,-3.38,2.37,25.76%,2025,2.67,44.6500015259,10.08%,0.8,-21.36,怡利電,2497.TW,2026-03,-328.71999999999997,331.39,78.75,⚠️ 獲利稀釋
⚪ 中性觀察,6.727272628194805,7.21,3.12,24.39%,2025,1.12,51.7999992371,4.56%,0.9,1.96,凌群,2453.TW,2026-03,-329.09,330.21,115.50000000000001,⚠️ 獲利稀釋
⚪ 中性觀察,7.38019201829606,5.45,4.02,N/A,2025,66.67,69.3000030518,N/A,1.07,26.43,汎瑋材料,6967.TWO,2026-03,-330.46999999999997,397.14,140.85000000000002,⚠️ 獲利稀釋
❌ 暫避觀望,23.994169985947522,51.17,1.56,14.91%,2025,747.83,82.3000030518,8.56%,1.51,9.15,康普,4739.TW,2026-03,-330.52999999999986,1078.36,51.45,⚠️ 獲利稀釋
❌ 暫避觀望,17.61589429235099,4.4,1.35,N/A,2025,116.67,53.2000007629,N/A,0.52,15.38,鉅橡,8074.TWO,2026-03,-330.84,447.51,45.3,⚠️ 獲利稀釋
❌ 暫避觀望,24.388185332109703,6.6,1.74,31.94%,2025,175.0,57.7999992371,14.09%,0.44,230.83,晶相光,3530.TW,2026-03,-331.19,506.19,35.550000000000004,⚠️ 獲利稀釋
